gender;age;daily_screen_time_hours;phone_usage_hours;laptop_usage_hours;tablet_usage_hours;tv_usage_hours;social_media_hours;work_related_hours;entertainment_hours;gaming_hours;sleep_duration_hours;physical_activity_hours_per_week;location_type;mental_health_score;stress_level;mood_rating
0;65;2.8;2.1;0.5;0.2;1.2;0.5;1.8;2.3;3.1;8.1;2.8;0;75.0;1;10.0
1;72;3.6;2.8;0.2;0.4;1.0;2.7;3.2;1.9;1.5;8.0;6.5;2;77.0;4;5.7
0;68;3.7;1.5;1.9;1.0;0.0;2.0;2.9;2.4;2.4;7.6;2.5;2;65.0;3;6.1
1;26;4.4;3.1;0.6;0.0;0.9;0.9;1.4;2.4;2.3;7.3;4.7;0;81.0;1;9.9
1;17;5.4;0.6;0.8;1.4;2.1;4.5;3.8;0.2;0.9;6.6;0.7;0;56.0;10;1.0
0;59;4.1;1.6;2.6;0.5;0.5;4.2;3.9;1.8;0.9;6.9;2.2;2;63.0;7;2.6
1;32;4.5;1.7;2.2;0.2;1.1;3.7;4.2;2.4;1.8;8.0;1.3;0;59.0;6;4.0
0;54;3.9;2.1;1.1;1.1;0.3;0.6;1.6;2.2;3.3;7.1;2.5;2;80.0;1;8.2
1;35;1.9;0.2;0.0;0.5;2.2;0.8;1.1;2.6;2.8;8.2;6.1;1;76.0;1;8.1
0;29;3.9;3.2;0.7;0.0;0.1;1.7;2.1;2.5;2.2;8.0;4.2;0;78.0;2;8.2
1;47;7.1;2.4;3.6;0.0;2.0;4.5;3.6;0.8;0.9;7.4;0.0;2;57.0;10;1.6
1;49;7.8;3.0;2.6;1.0;2.4;4.5;4.0;1.4;1.6;7.2;0.0;2;49.0;10;1.1
1;40;7.7;3.5;3.1;1.1;1.1;4.3;3.8;1.2;1.0;6.5;0.9;0;55.0;8;1.0
1;22;4.8;1.3;1.8;0.4;0.7;4.5;3.9;1.9;1.3;6.7;1.7;0;54.0;9;2.0
1;50;3.7;0.2;1.1;1.4;1.9;1.9;2.3;2.5;2.6;7.2;6.2;2;90.0;2;7.9
1;62;7.7;3.0;2.5;0.6;3.0;4.4;3.8;1.8;1.9;7.8;0.0;1;47.0;8;2.2
1;44;7.6;1.7;2.9;1.4;2.7;4.5;3.9;0.9;0.9;7.7;0.0;2;47.0;10;1.0
1;37;2.3;1.0;1.0;0.0;1.3;3.1;3.6;1.4;1.5;7.7;2.9;1;71.0;5;4.1
0;56;2.6;2.5;0.7;0.0;0.5;2.6;3.6;1.5;1.3;8.3;1.6;1;58.0;4;8.4
0;58;4.3;4.2;0.0;0.3;1.2;3.6;3.3;1.4;1.1;7.0;1.1;2;65.0;6;4.9
1;28;2.7;1.9;0.7;0.4;0.0;0.7;1.2;3.4;2.8;7.5;5.8;2;85.0;1;8.4
0;28;6.7;2.9;2.2;1.3;0.8;4.5;3.7;2.1;1.3;7.9;0.2;1;52.0;8;1.3
0;16;5.9;1.1;0.8;0.8;1.9;4.3;4.0;1.6;0.6;8.3;3.0;2;61.0;7;2.2
1;69;3.0;0.5;2.5;0.1;1.0;1.0;1.2;2.9;2.9;8.0;5.2;0;93.0;1;10.0
0;51;6.9;2.8;3.7;0.6;0.8;4.3;4.1;1.9;0.7;6.3;1.5;2;56.0;7;2.7
1;19;6.1;2.5;1.5;0.3;1.3;4.0;4.1;0.8;0.9;7.9;2.3;2;66.0;7;2.1
0;52;3.4;1.6;1.5;0.1;1.1;2.3;2.8;1.9;2.2;7.4;6.2;2;76.0;3;7.1
1;59;7.6;3.5;2.1;0.6;2.2;3.8;3.9;1.1;0.4;7.4;0.0;1;50.0;7;2.6
0;55;1.0;0.4;0.9;0.5;0.1;0.6;1.5;2.6;2.5;7.9;6.7;2;90.0;1;9.0
0;68;2.5;0.9;0.8;0.1;1.9;1.0;1.2;3.1;2.8;8.2;5.8;0;86.0;1;8.2
1;74;2.7;1.5;0.8;0.1;1.4;1.6;2.3;2.7;2.4;7.7;8.2;2;81.0;2;8.3
1;61;3.4;1.7;0.2;1.1;1.8;1.6;2.2;2.5;2.4;8.9;4.3;1;72.0;2;8.0
2;28;6.7;3.3;2.5;0.9;0.0;4.5;3.9;1.3;1.4;7.6;2.3;0;66.0;8;2.0
1;70;5.7;2.0;1.0;1.2;2.3;2.4;3.5;1.0;1.3;6.6;7.5;1;76.0;4;4.6
0;53;5.4;1.8;2.7;0.4;1.9;3.3;3.7;1.7;1.0;6.5;3.0;1;70.0;5;5.9
0;39;5.3;0.9;2.1;0.0;3.1;2.2;3.1;2.1;1.7;6.5;3.1;1;68.0;3;6.9
0;34;4.7;3.0;1.5;0.3;0.6;4.3;3.8;1.7;1.4;7.7;1.9;2;61.0;7;4.1
0;16;5.6;1.0;2.4;1.2;0.8;4.5;3.8;1.6;0.9;7.8;2.5;2;65.0;8;2.9
0;53;1.0;0.9;0.5;0.0;0.0;0.7;1.2;2.7;3.1;6.6;7.3;1;87.0;1;8.4
0;20;4.8;1.6;0.6;1.5;0.6;4.5;4.2;0.7;1.4;8.0;0.0;2;47.0;10;1.0
1;31;6.8;2.1;2.3;0.0;2.8;3.9;4.1;1.7;1.4;7.3;0.5;2;64.0;7;3.2
1;73;3.3;1.4;0.0;1.1;1.7;2.5;3.0;2.0;1.8;8.4;1.9;0;64.0;3;8.2
1;39;3.6;2.6;1.5;0.0;0.7;2.3;3.1;2.6;1.8;7.0;5.0;0;74.0;3;5.8
2;71;4.9;1.7;2.1;0.2;1.5;3.5;3.6;1.3;2.5;7.5;8.1;2;75.0;5;5.7
0;42;5.9;2.9;2.9;0.0;1.3;4.5;4.0;2.1;1.6;7.4;0.0;2;49.0;9;1.0
1;16;8.1;2.5;3.2;1.7;0.0;4.3;3.5;1.9;1.7;6.6;1.7;2;59.0;8;1.0
0;49;4.6;3.6;1.4;0.9;0.0;4.1;3.6;1.1;0.4;6.8;0.6;2;60.0;7;2.3
0;51;6.4;1.6;2.3;1.0;2.5;4.2;4.0;2.6;1.0;7.7;2.0;0;57.0;7;1.7
1;19;6.8;2.8;0.6;0.3;2.1;4.5;4.0;1.6;1.5;7.3;0.0;2;52.0;10;1.0
0;15;2.2;0.4;1.0;0.0;0.0;3.8;4.0;0.6;1.6;7.9;2.2;1;62.0;6;5.0
1;54;9.1;4.6;3.0;1.1;1.3;4.5;3.9;0.8;1.5;7.5;0.0;2;49.0;10;1.7
0;26;5.1;2.7;1.5;0.0;0.7;1.8;2.1;1.7;2.7;7.4;2.7;2;76.0;2;9.6
1;70;5.4;1.7;1.7;0.5;2.5;2.9;3.4;1.2;1.9;7.5;4.9;2;72.0;4;5.6
0;50;3.1;1.8;0.4;0.0;1.8;2.1;3.2;1.8;2.3;7.8;5.4;1;84.0;3;8.4
0;59;4.0;1.8;2.0;0.7;0.3;2.7;3.4;1.9;2.1;7.7;6.3;1;73.0;4;6.9
1;37;6.6;3.7;2.3;0.0;1.5;3.8;3.4;1.5;1.1;6.5;2.7;2;71.0;6;3.3
2;61;5.8;2.8;2.3;0.0;1.4;4.5;3.7;1.9;1.6;7.3;1.9;1;52.0;8;1.9
0;45;2.0;1.6;0.2;0.1;1.4;0.8;1.1;3.1;3.1;8.3;4.3;1;79.0;1;10.0
1;25;5.5;0.9;2.6;1.0;0.9;4.4;3.6;1.0;1.0;7.3;2.3;1;54.0;8;1.8
1;24;5.3;3.1;0.4;0.3;1.4;4.5;3.9;1.5;1.1;7.1;0.0;2;50.0;9;1.0
0;17;7.0;2.8;1.5;1.2;0.5;4.5;4.1;1.6;1.0;7.6;2.1;0;59.0;9;1.0
1;68;3.6;2.6;0.0;1.5;0.2;4.4;3.7;0.9;0.7;7.5;0.0;1;57.0;8;2.6
1;28;3.6;1.9;1.3;0.4;0.2;1.8;2.5;3.2;2.6;7.2;3.4;2;85.0;2;8.4
1;30;2.2;1.7;0.4;0.0;0.4;3.4;3.7;1.7;2.1;7.3;8.6;2;80.0;5;5.1
1;24;7.5;3.5;1.0;1.2;1.8;4.5;3.9;0.8;0.9;7.0;0.0;2;58.0;10;1.0
0;43;6.0;3.6;1.6;0.0;1.8;0.7;1.3;2.5;3.1;6.9;5.0;0;86.0;1;7.3
1;24;8.0;2.6;2.4;0.1;2.9;4.5;3.9;1.7;1.6;7.5;3.5;0;54.0;10;1.1
1;26;6.6;2.9;2.4;0.0;1.2;2.9;3.7;1.1;1.6;6.8;1.5;1;74.0;5;4.7
1;44;4.0;2.2;0.0;1.2;2.1;0.4;1.7;3.7;2.5;7.6;6.5;2;86.0;1;9.0
1;55;4.7;0.8;2.2;0.9;1.4;4.0;4.2;0.5;1.3;7.6;2.1;1;65.0;6;5.3
0;15;7.1;1.1;1.7;1.6;1.7;4.5;3.5;0.5;0.7;7.4;0.0;2;46.0;10;1.0
1;19;7.1;3.0;0.9;0.3;2.2;4.5;3.9;0.8;0.7;7.9;0.0;1;47.0;10;1.0
2;34;5.3;3.1;0.5;0.1;2.0;4.5;3.8;2.0;1.3;6.7;0.0;0;51.0;8;2.0
0;22;6.7;2.9;1.4;0.3;1.5;4.5;4.1;0.6;1.3;7.5;0.0;2;45.0;10;1.0
1;57;3.5;2.3;1.8;0.0;0.8;2.9;3.6;1.4;1.2;7.9;4.1;2;68.0;4;5.8
0;26;8.1;3.0;1.9;1.5;1.7;4.4;4.1;1.7;0.4;6.5;1.8;0;55.0;8;4.1
1;15;10.0;1.9;1.3;2.6;2.8;4.5;4.0;0.8;1.7;6.8;2.9;2;50.0;9;1.0
0;71;3.2;2.6;0.0;0.2;1.6;1.4;2.1;2.8;2.5;7.4;4.4;2;79.0;2;7.8
2;68;3.7;1.8;1.0;1.0;1.0;1.8;2.6;1.8;2.3;8.3;2.9;1;77.0;2;7.9
1;34;3.4;1.0;0.2;0.5;2.2;3.3;3.5;1.1;1.2;7.3;0.0;2;59.0;5;6.1
1;42;6.3;2.8;3.8;0.9;0.0;3.9;3.6;1.4;1.3;7.1;1.9;1;64.0;7;2.9
0;71;5.9;3.1;1.6;1.2;1.0;3.5;3.3;1.4;1.5;7.0;3.1;2;67.0;5;5.7
1;57;6.2;4.2;2.3;0.0;0.4;4.5;3.9;1.2;1.1;6.8;0.0;0;50.0;9;1.0
1;51;4.9;2.2;2.2;0.3;1.3;3.3;3.8;2.5;0.6;6.6;2.7;1;63.0;5;5.3
1;61;5.6;1.1;1.8;1.3;2.6;1.8;2.1;2.5;3.1;6.9;5.5;0;80.0;2;9.9
1;51;4.1;1.7;1.0;0.9;2.0;3.8;3.9;1.4;1.7;7.5;1.2;2;64.0;6;2.9
0;26;3.4;1.9;0.9;0.8;0.0;2.8;3.2;1.5;1.8;7.7;3.9;2;72.0;4;5.2
1;51;2.6;2.1;0.0;0.9;0.8;0.6;1.2;2.8;3.1;8.1;4.4;0;85.0;1;9.5
1;63;4.0;2.4;1.7;1.0;0.0;0.9;1.0;1.9;3.5;8.1;4.6;0;89.0;1;10.0
0;63;7.0;2.3;1.8;1.3;2.5;4.3;4.0;1.0;0.9;7.4;1.3;1;52.0;7;3.2
1;70;5.0;2.7;1.4;1.1;0.8;2.0;2.9;1.0;2.0;7.8;4.4;1;65.0;3;7.3
1;58;4.7;2.2;1.7;0.6;1.5;0.6;1.3;2.2;2.7;7.7;5.6;2;80.0;1;8.5
0;70;2.0;0.2;0.2;0.8;1.5;1.1;1.3;3.3;2.2;7.2;3.9;0;73.0;1;8.4
1;42;4.3;2.2;1.2;0.6;1.6;3.1;3.6;1.2;1.0;7.7;7.5;2;70.0;5;4.8
0;61;2.6;2.1;0.8;0.2;0.0;2.7;3.4;1.1;1.9;7.7;0.8;2;65.0;4;6.6
0;29;6.9;2.5;2.2;0.6;1.8;0.8;1.4;2.7;2.8;6.9;5.0;1;94.0;1;6.8
1;20;5.5;1.7;1.5;0.5;0.9;4.5;4.2;1.3;1.9;7.3;0.0;2;48.0;10;1.4
0;58;4.3;2.2;0.8;0.0;2.2;2.5;3.2;1.9;1.9;7.7;7.1;0;65.0;4;7.9
1;73;5.9;2.5;1.3;1.1;1.6;2.7;3.2;1.9;2.5;7.2;5.1;1;71.0;4;6.7
1;34;4.6;1.9;0.4;1.2;2.0;2.6;3.8;2.2;1.0;7.9;4.0;0;77.0;4;4.6
0;64;4.2;2.6;1.1;0.9;0.7;2.7;3.0;2.0;1.8;7.7;3.4;2;80.0;3;5.8
0;28;5.6;2.1;2.1;1.1;0.3;3.2;3.7;1.0;1.5;7.7;3.4;1;67.0;5;5.4
1;16;5.8;2.1;0.0;0.5;2.3;3.9;3.7;1.9;1.5;7.9;3.3;1;59.0;7;4.1
0;23;4.5;0.2;1.4;0.3;2.0;4.5;3.7;1.3;0.9;7.2;0.4;2;57.0;9;1.4
0;51;3.9;1.0;0.7;1.2;1.6;1.6;2.2;2.1;2.7;7.3;6.7;0;92.0;2;7.5
2;34;1.3;1.0;0.0;0.0;1.6;0.9;1.2;1.9;3.2;8.4;4.3;2;72.0;1;8.9
0;40;6.6;2.2;3.6;0.0;1.8;4.3;3.9;2.0;1.6;6.8;3.1;2;56.0;7;3.9
1;43;6.6;3.1;2.9;0.9;0.1;4.0;4.3;1.2;1.9;7.2;0.6;0;56.0;7;1.0
1;15;7.0;1.9;0.8;0.9;2.5;4.5;4.1;1.0;0.5;6.9;0.0;1;46.0;10;1.0
0;69;5.7;2.8;1.2;1.2;1.2;4.4;3.8;1.1;0.9;6.8;2.6;0;59.0;9;1.1
1;49;3.1;2.6;0.0;0.0;1.3;2.6;3.3;2.2;2.6;7.8;5.8;0;68.0;4;4.8
0;20;3.9;2.1;0.0;0.5;1.0;2.7;3.2;2.0;1.4;7.4;5.7;1;66.0;4;7.2
1;51;1.9;2.5;0.3;0.0;0.0;1.2;0.9;2.8;2.5;7.3;5.5;2;81.0;1;8.6
1;67;5.9;2.2;1.5;1.1;2.0;4.1;3.9;1.8;1.1;7.7;0.0;1;56.0;7;3.6
1;73;4.9;1.9;1.4;1.4;0.4;1.6;2.1;1.8;3.1;6.7;2.7;1;81.0;2;8.0
2;19;6.8;2.4;1.9;0.9;1.5;4.4;4.0;1.7;0.7;7.0;3.0;0;62.0;7;2.1
1;47;5.0;3.3;2.2;0.3;0.6;4.1;3.8;1.4;0.6;7.8;1.2;1;63.0;7;3.8
0;63;4.4;2.4;1.8;0.2;1.1;3.5;3.8;1.6;1.0;7.9;1.6;2;77.0;6;5.7
1;65;2.8;2.2;0.3;0.4;1.0;1.5;2.2;2.4;2.9;7.9;6.9;2;86.0;2;6.6
1;28;3.5;1.2;1.9;0.1;0.6;3.9;4.0;1.1;1.2;7.1;0.0;1;64.0;7;3.0
1;26;7.1;3.3;2.2;0.5;1.2;4.5;4.3;0.8;0.1;7.2;0.0;2;51.0;10;1.0
0;56;1.9;0.7;1.0;0.1;0.9;2.3;2.8;1.4;2.1;7.9;7.1;0;81.0;3;6.8
1;34;1.0;0.5;0.0;0.0;0.4;0.8;1.3;3.0;2.6;7.7;3.5;2;79.0;1;9.2
1;67;7.4;2.3;2.8;0.8;2.6;3.5;3.9;1.6;1.7;7.2;3.2;2;70.0;5;5.0
1;64;3.5;1.2;1.6;0.9;0.6;2.9;3.8;1.4;1.8;6.8;2.5;2;72.0;4;5.1
1;38;5.8;3.0;0.0;1.6;2.0;3.5;3.8;1.2;1.5;6.4;3.0;0;65.0;5;5.3
2;73;5.6;0.5;3.8;0.3;2.1;2.5;3.0;1.2;2.1;7.0;6.7;2;76.0;3;7.6
0;57;4.8;2.9;1.0;0.0;2.3;3.9;3.9;1.5;0.8;7.7;1.7;2;69.0;6;2.8
1;48;8.1;2.7;4.2;1.1;0.9;4.5;3.8;0.6;1.2;7.4;0.0;1;49.0;10;1.0
0;39;5.2;2.1;1.9;1.2;1.2;4.1;3.6;2.3;0.8;6.7;0.0;2;58.0;7;3.8
0;64;3.3;0.2;1.3;1.3;1.2;3.5;3.6;1.5;1.5;8.3;1.6;2;70.0;5;6.2
1;43;4.6;0.4;1.7;1.5;1.9;3.1;3.4;2.2;2.5;7.5;3.0;2;77.0;4;5.8
0;71;4.6;2.2;0.7;1.5;1.2;1.7;2.3;2.4;2.2;6.6;2.6;1;72.0;2;5.9
0;53;4.4;1.8;1.6;0.0;1.9;4.1;3.8;2.0;1.2;7.6;3.2;0;58.0;6;3.5
1;45;7.5;2.7;3.7;1.5;1.1;4.5;4.0;0.5;1.1;7.7;0.0;0;46.0;10;2.2
1;70;4.7;1.9;0.5;0.4;2.5;1.7;2.6;2.7;2.1;7.2;4.0;1;71.0;2;6.4
2;61;5.4;1.9;2.1;1.1;1.4;2.5;3.5;1.5;2.1;7.8;4.4;0;78.0;4;4.7
0;57;2.0;0.2;0.7;0.8;1.3;2.3;2.7;2.6;2.2;8.5;7.2;1;71.0;3;6.8
1;64;4.6;2.7;1.3;0.0;1.7;2.4;2.9;1.8;2.5;7.4;2.6;1;75.0;3;6.2
1;37;8.4;1.4;3.7;1.3;3.0;4.0;3.7;1.3;0.3;6.5;3.5;2;62.0;6;3.2
1;58;4.2;1.6;2.1;0.3;0.8;1.1;2.7;2.6;2.8;8.1;4.6;1;78.0;2;7.0
0;52;6.3;1.0;2.3;1.7;2.4;3.4;3.7;1.3;1.3;7.8;1.5;2;65.0;6;3.1
0;34;1.9;0.6;1.6;0.1;0.6;0.8;1.4;3.0;2.9;7.1;5.3;2;87.0;1;8.4
2;37;8.4;3.3;4.5;0.0;1.4;4.0;3.6;1.8;1.0;6.8;2.1;2;47.0;8;2.6
1;59;3.1;2.7;0.5;0.2;0.6;3.3;3.5;2.5;1.1;8.0;1.3;1;74.0;5;7.8
0;66;4.6;2.7;0.0;1.5;1.0;3.1;3.5;2.2;1.9;7.8;7.7;1;71.0;4;6.6
0;30;5.0;1.8;3.4;0.0;0.7;4.5;4.1;1.0;0.9;7.3;0.0;2;41.0;10;1.0
1;64;3.6;0.4;1.1;1.1;2.1;1.0;1.6;2.4;2.7;7.1;4.9;2;85.0;1;10.0
1;56;7.1;3.9;2.0;1.7;0.9;3.7;3.9;1.8;1.3;7.9;6.9;2;59.0;6;4.4
2;74;7.5;2.4;3.4;0.5;1.9;2.6;3.6;1.6;1.7;7.2;3.5;2;77.0;4;7.4
0;69;4.1;2.1;2.0;0.4;0.9;3.0;3.6;2.2;1.2;7.4;2.5;0;58.0;5;5.4
0;22;8.3;1.7;4.0;0.6;1.4;4.5;4.0;1.6;1.4;6.7;2.6;2;54.0;8;1.0
0;64;3.4;0.2;1.6;0.0;2.9;2.4;3.1;1.6;1.7;7.5;1.2;0;70.0;3;7.8
1;35;5.5;3.0;0.7;2.2;0.7;3.3;3.8;1.5;1.0;6.6;9.6;1;82.0;5;4.7
0;15;3.5;1.0;0.0;1.0;0.7;4.5;3.9;1.4;0.4;8.0;0.0;1;55.0;9;1.0
0;69;4.5;2.5;1.8;0.0;1.2;2.6;3.0;2.1;1.2;7.3;6.5;2;75.0;3;5.9
0;22;5.3;2.7;0.0;0.1;1.4;4.5;4.0;1.2;1.0;6.3;1.2;1;56.0;10;1.0
2;43;5.5;2.3;1.9;0.7;2.0;1.4;2.5;2.0;2.3;6.8;4.0;0;71.0;2;7.2
0;46;5.6;2.4;3.1;0.0;1.4;4.2;4.0;1.6;0.0;7.7;1.6;2;55.0;8;1.2
1;52;5.4;3.2;1.5;0.0;1.6;2.9;3.2;1.3;1.8;7.3;4.3;2;73.0;4;7.1
0;19;4.7;1.3;1.7;0.8;0.2;3.8;4.0;0.5;1.4;7.0;1.2;0;62.0;7;1.7
1;61;6.2;2.1;2.5;1.2;1.7;4.5;4.3;1.1;0.8;7.3;3.0;0;61.0;9;2.3
1;36;5.7;1.8;2.2;1.1;1.7;4.3;3.6;1.3;1.0;7.1;1.8;2;59.0;7;4.7
1;61;4.4;0.3;2.8;0.6;2.1;3.1;4.0;2.1;1.6;7.5;1.6;2;60.0;5;6.1
1;48;4.2;2.3;1.5;0.4;1.1;1.6;2.3;2.5;2.2;7.6;3.9;1;77.0;2;7.2
0;15;5.9;3.1;0.0;0.6;1.4;4.5;3.8;0.9;1.1;6.9;0.0;2;42.0;10;1.0
0;69;8.4;3.2;2.8;1.2;2.1;4.5;3.9;0.9;1.3;6.7;0.0;1;46.0;10;1.0
0;69;4.4;3.7;1.2;0.0;0.3;1.8;2.3;2.6;2.4;7.1;3.8;2;78.0;2;6.7
0;40;1.0;0.4;0.5;0.1;0.0;1.6;2.3;3.2;2.5;7.5;8.1;0;94.0;2;8.1
1;57;5.1;3.5;1.9;0.4;0.3;0.9;1.3;2.2;2.8;7.0;5.0;0;87.0;1;7.2
0;24;5.0;2.2;1.7;0.5;0.8;4.5;3.6;0.0;1.3;7.2;1.8;2;60.0;10;1.0
1;44;6.2;3.4;0.7;0.6;2.5;3.3;3.7;1.3;0.8;7.0;4.2;0;73.0;5;5.0
1;64;5.1;1.6;0.1;0.6;3.4;2.9;3.7;1.6;1.8;7.5;8.3;2;79.0;4;6.1
0;32;4.3;1.5;2.0;1.0;0.5;0.7;1.0;2.7;2.9;7.3;3.1;1;82.0;1;10.0
1;31;2.4;0.9;0.6;0.0;1.3;1.5;2.4;3.1;2.5;7.4;2.6;1;75.0;2;7.2
1;40;4.4;2.7;1.6;0.0;0.9;1.8;2.1;2.7;3.0;6.5;4.6;2;76.0;2;8.1
0;22;7.3;2.5;1.9;0.2;1.9;4.3;3.6;1.7;0.7;6.6;2.9;2;60.0;7;2.9
0;61;5.6;1.0;2.6;1.1;1.7;4.5;4.1;1.9;1.0;7.1;2.1;2;65.0;8;4.5
1;54;3.8;0.2;3.8;0.2;0.5;2.9;3.8;1.4;2.4;8.0;2.6;2;68.0;4;3.3
2;63;4.4;2.4;1.8;0.6;0.8;3.4;3.8;0.8;1.5;7.4;2.0;2;66.0;6;3.3
0;26;5.8;2.5;1.0;0.7;1.3;4.5;4.1;0.5;0.8;6.5;0.0;2;39.0;10;1.1
0;41;7.2;1.1;3.3;0.8;2.6;4.5;3.5;0.9;1.0;7.1;0.0;2;45.0;10;1.0
1;22;6.5;0.9;2.7;1.5;0.7;4.5;3.8;1.8;0.8;6.9;0.0;2;48.0;10;1.4
0;39;4.3;2.6;1.7;1.0;0.0;3.8;3.6;1.6;0.7;7.8;1.3;1;60.0;7;3.0
0;60;8.0;3.7;1.8;1.2;2.7;4.5;4.1;1.9;0.6;6.3;1.7;2;57.0;8;1.8
0;18;6.0;1.6;1.5;0.5;1.9;4.3;4.2;2.3;1.0;7.8;2.3;2;55.0;8;1.0
0;47;3.4;1.2;1.7;1.5;0.2;3.3;3.6;2.1;1.4;7.8;0.0;0;70.0;4;6.3
1;15;6.7;2.3;1.4;0.6;1.7;4.5;4.0;1.9;1.5;7.1;3.5;2;55.0;8;2.4
1;33;4.4;2.6;0.4;0.0;2.2;2.7;3.1;1.9;1.7;6.7;6.8;1;73.0;4;4.0
1;45;5.6;1.7;1.5;2.1;1.5;1.6;2.1;2.1;2.3;6.5;4.8;1;76.0;2;8.0
1;30;10.0;3.8;3.4;0.6;2.8;4.5;4.5;1.2;1.3;7.0;0.0;0;44.0;10;1.0
0;28;6.1;2.8;0.6;0.9;2.0;3.7;3.5;1.9;1.2;7.7;2.7;1;61.0;6;3.8
1;67;3.3;1.7;1.2;0.0;1.7;4.3;3.6;0.7;1.3;8.1;3.0;2;56.0;7;4.3
2;62;3.4;0.6;0.5;1.9;1.6;3.4;3.6;1.6;1.4;8.4;1.8;1;69.0;5;5.0
0;19;8.4;3.2;2.8;0.1;1.5;4.5;4.2;0.7;0.8;7.3;0.0;1;41.0;10;1.0
1;55;7.1;3.1;2.4;0.4;2.3;4.5;4.3;0.9;0.7;7.3;0.0;2;53.0;9;1.3
1;40;2.1;1.7;0.1;0.0;1.3;2.1;3.1;2.2;1.2;8.9;3.4;0;80.0;3;4.2
0;42;4.3;2.3;0.0;0.8;2.3;0.8;1.3;2.5;2.9;7.2;5.7;2;76.0;1;8.6
2;16;7.9;1.9;2.5;0.4;1.7;4.5;4.0;1.5;0.5;7.0;1.1;2;50.0;10;1.0
1;64;3.2;2.5;0.0;0.0;1.5;2.0;2.9;2.2;1.8;6.8;4.6;2;76.0;3;5.9
1;20;5.7;1.1;2.4;0.6;1.1;4.5;4.0;0.8;1.2;7.6;2.1;0;49.0;9;1.0
0;23;3.5;0.9;0.8;0.7;1.1;4.3;3.9;2.2;0.4;7.5;0.1;2;55.0;8;1.1
0;47;6.1;2.7;2.3;0.5;1.7;4.1;4.3;1.2;1.2;6.9;1.0;2;61.0;7;4.2
1;55;5.9;2.8;2.0;0.0;2.4;4.4;3.6;2.6;0.7;6.9;0.1;2;58.0;8;1.5
0;39;3.8;1.6;0.9;0.8;1.9;2.5;2.7;2.2;2.3;7.2;5.5;2;70.0;3;6.8
1;62;1.7;1.3;0.5;0.0;0.7;3.0;3.4;1.4;1.8;7.7;2.2;1;74.0;4;6.2
1;27;6.2;3.0;2.1;1.1;0.0;4.2;3.7;1.9;0.7;6.5;1.9;2;53.0;8;2.6
1;23;5.3;1.4;0.7;0.3;2.1;4.5;4.2;1.7;1.6;6.7;4.0;0;50.0;8;2.9
1;67;8.9;2.0;2.7;1.2;4.0;4.5;4.1;0.4;1.8;6.3;0.0;1;59.0;10;1.0
1;27;4.1;1.9;0.6;0.6;1.1;3.9;4.0;1.3;0.9;7.2;0.0;0;70.0;6;1.9
0;45;2.8;0.7;1.9;0.6;0.9;2.8;3.2;2.3;1.8;7.4;7.1;1;74.0;4;6.9
1;55;5.7;2.2;1.1;1.4;2.2;4.3;3.5;1.9;1.2;6.2;0.0;0;58.0;7;4.0
1;25;4.0;2.1;1.5;0.1;0.5;4.5;4.0;0.8;1.7;7.2;0.0;2;61.0;9;3.3
1;18;7.0;2.3;0.7;0.0;2.9;4.2;4.0;2.1;0.4;6.7;2.9;2;57.0;7;3.0
2;48;4.8;2.1;1.3;0.9;1.8;3.5;3.9;1.7;1.7;7.8;2.9;2;73.0;5;5.1
1;52;4.4;3.9;0.0;0.0;1.4;3.6;3.8;0.8;0.9;7.0;2.6;1;70.0;6;4.6
1;60;3.2;3.0;0.6;0.1;0.6;2.2;3.1;2.6;1.9;8.1;3.9;0;83.0;3;9.5
0;18;6.1;2.0;0.9;0.0;2.3;4.5;4.2;1.4;1.2;8.1;0.0;0;48.0;10;1.0
2;52;4.8;2.1;1.4;1.3;1.0;4.5;3.9;1.4;1.3;8.0;1.1;2;47.0;8;1.9
1;33;7.5;3.6;2.9;0.0;2.1;4.5;3.9;1.0;1.5;6.6;0.4;0;55.0;10;1.0
0;20;6.1;2.8;0.7;0.2;1.8;4.5;3.7;2.1;0.7;7.5;2.4;2;52.0;9;1.0
0;48;6.0;0.9;3.1;0.0;2.7;3.8;3.9;1.3;1.3;6.7;0.6;1;50.0;7;4.0
0;32;4.7;2.9;0.6;0.4;1.6;2.9;3.2;2.3;2.1;7.0;4.3;2;70.0;4;5.6
1;27;8.2;3.1;0.3;0.5;4.0;4.5;4.2;1.8;0.7;6.6;0.5;0;35.0;9;1.0
0;55;5.8;3.5;0.0;1.1;2.0;4.5;4.0;1.2;0.8;7.3;0.0;1;53.0;8;2.0
1;37;4.3;1.6;2.2;0.0;1.5;1.6;2.1;1.9;2.3;7.1;6.1;1;79.0;2;9.8
0;33;3.5;1.6;1.6;0.2;1.0;4.3;3.8;1.0;0.7;7.6;0.0;0;52.0;9;1.0
0;59;6.2;1.2;2.1;1.5;2.3;4.5;3.9;1.2;0.9;7.8;0.8;2;53.0;8;3.2
1;25;6.2;2.3;1.6;1.2;1.0;4.5;3.7;0.6;1.1;6.6;0.0;1;43.0;10;1.0
0;15;6.3;2.7;1.5;0.2;0.6;4.5;4.0;1.9;1.2;6.4;2.0;2;55.0;8;2.7
1;38;3.5;1.5;1.8;0.6;0.9;0.9;1.2;2.9;3.1;7.2;3.5;2;77.0;1;10.0
